wdid,name,icrsra,icrsdec,spectype,teff,logg,Dpc,V,su
Gaia DR2 1868037789945638784,BD+34 4298,21 08 44.98,35 29 20.94,A1IV,,,23.66,10.55,
Gaia DR2 189857173895150592,Gaia DR2 189857173895150592,05 46 15.88,38 03 24.86,,,,29.93,,
Gaia DR2 1908289570600930560,Gaia EDR3 1908289566302083840,22 35 44.74,39 14 51.24,,,,33.79,,
Gaia DR2 1932007513880133504,UCAC4 673-120972,23 09 17.74,44 28 59.27,,,,24.78,,
Gaia DR2 1940843120604424576,Gaia EDR3 1940843120604424576,23 48 05.25,49 28 25.81,,,,28.41,,19.375
Gaia DR2 1950146977542203392,Gaia EDR3 1950146981845212416,21 31 32.77,33 23 01.08,,,,28.27,,
Gaia DR2 2090670890062670080,Gaia DR2 2090670890062670080,18 51 19.94,33 11 09.61,,,,8.88,,
Gaia DR2 2108403809293377280,Gaia DR2 2108403809293377280,18 31 37.71,38 20 26.86,,,,39.75,,
Gaia DR2 2377344185944929152,Gaia EDR3 2377344185944929152,00 44 34.87,-11 48 38.68,,,,36.92,,
Gaia DR2 2550915977722959616,Gaia EDR3 2550915973427676032,00 49 40.60,03 34 00.18,,,,34.31,,19.958
Gaia DR2 283928743068277376,Gaia EDR3 283928743068277376,05 06 00.44,59 03 21.35,,,,36.06,,
Gaia DR2 2928052241330823424,Gaia DR2 2928052241330823424,07 16 38.01,-22 29 51.14,,,,36.01,,
Gaia DR2 2929222950635672832,Gaia EDR3 2929222950635672832,07 11 04.35,-20 49 58.77,,,,31.95,,
Gaia DR2 2930237589409412992,Gaia EDR3 2930237593717611904,07 23 58.86,-20 05 02.21,,,,31.16,,
Gaia DR2 2930247695470744064,Gaia EDR3 2930247695480635392,07 22 00.22,-20 07 14.83,,,,34.19,,
Gaia DR2 2930271811710225792,Gaia EDR3 2930271811710225792,07 25 36.99,-19 47 13.81,,,,25.27,,
Gaia DR2 3034591177146149376,Gaia DR2 3034591177146149376,07 22 28.15,-12 24 54.82,,,,34.49,,
Gaia DR2 3054740204465650432,Gaia EDR3 3054740204465650432,07 27 14.15,-07 18 38.28,,,,12.37,14.96,
Gaia DR2 3098515202639759872,Gaia EDR3 3098515202639759872,06 46 43.38,-09 08 39.37,,,,30.12,,
Gaia DR2 3122856740807931904,UCAC4 456-015817,06 13 50.54,01 04 26.40,,,,16.86,,
Gaia DR2 3133234270848803840,TYC 747-2190-1,06 48 11.08,07 41 43.11,,,,35.23,10.55,
Gaia DR2 3149350263748762752,Gaia EDR3 3149350263748762752,07 39 18.77,09 45 06.46,,,,33.20,,
Gaia DR2 3381438884699365632,Gaia DR2 3381438884699365632,06 47 11.68,24 32 02.84,,,,35.29,,
Gaia DR2 3433674040729266048,Gaia EDR3 3433674040729266048,06 23 29.26,28 45 53.68,,,,13.88,,
Gaia DR2 382242610351540992,Gaia EDR3 382242606056866560,00 23 33.01,43 20 29.76,,,,18.72,,
Gaia DR2 3838842799957474304,Gaia DR2 3838842799957474304,09 21 38.08,-01 43 00.80,,,,34.07,,20.429
Gaia DR2 388990137117346688,Gaia EDR3 388990141412251392,00 25 49.76,46 16 13.42,,,,26.35,,
Gaia DR2 4004185576130620288,Gaia EDR3 4004185576130620288,11 50 06.33,24 03 52.45,,,,30.12,,24.515
Gaia DR2 405169313282907392,Gaia DR2 405169313282907392,00 59 12.48,53 12 00.72,,,,23.38,,
Gaia DR2 409469301401144064,Gaia DR2 409469301401144064,01 48 00.37,56 00 37.35,,,,26.31,,19.893
Gaia DR2 4101469261156164992,Gaia DR2 4101469261156164992,18 57 46.93,-14 25 22.64,,,,21.91,,
Gaia DR2 411899084662629248,Gaia EDR3 411899080357929728,01 03 43.46,55 59 41.33,,,,26.12,,
Gaia DR2 4129144660321847040,Gaia EDR3 4129144660325549184,17 00 27.26,-18 49 58.55,,,,4.10,,
Gaia DR2 413446986574406784,Gaia EDR3 413446986574406784,01 15 19.41,57 38 37.23,,,,25.89,,
Gaia DR2 413835152840956032,Gaia EDR3 413835152840956032,01 20 42.88,58 21 54.69,,,,37.31,,
Gaia DR2 418120014070408448,Gaia EDR3 418120014070408448,00 30 23.84,54 47 42.77,,,,35.36,11.35,
Gaia DR2 423541435332331776,Gaia EDR3 423541435332331776,01 00 40.29,55 57 48.81,,,,25.15,,
Gaia DR2 4325762417673149184,Gaia EDR3 4325762421975138688,16 42 18.34,-16 24 40.78,,,,35.69,,
Gaia DR2 4327416151879798016,Gaia EDR3 4327416156179001472,16 40 52.36,-14 13 33.75,,,,38.22,,
Gaia DR2 4525372848115836288,Gaia DR2 4525372848115836288,18 24 31.36,19 37 23.82,,,,18.78,,
Gaia DR2 4530061474931989248,Gaia DR2 4530061474931989248,18 23 04.54,22 11 51.74,,,,39.54,,20.622
Gaia DR2 4531427996104803328,Gaia EDR3 4531427996107723520,18 51 36.00,22 13 07.55,,,,33.61,,
Gaia DR2 4613612951211823616,Gaia EDR3 4613612951211823616,03 17 18.28,-85 32 31.65,DA,,,29.39,13.66,
Gaia DR2 4617960488907213184,Gaia EDR3 4617960488907213184,01 38 42.03,-83 25 33.32,sdB+F,,,31.33,15.79,
Gaia DR2 4652123895783242112,Gaia EDR3 4652123895783242112,05 19 42.63,-70 13 56.95,,,,39.64,18.774,
Gaia DR2 4677461862018523776,Gaia EDR3 4677461862018523776,04 35 38.36,-61 05 36.20,DC,,,25.24,,
Gaia DR2 4687445500635789184,OGLE SMC115.5 319,01 11 03.67,-72 27 41.26,,,,28.73,18.232,
Gaia DR2 478978296199510912,Gaia DR2 478978296199510912,04 56 20.38,64 09 27.64,,,,22.13,,
Gaia DR2 4805691447831511680,Gaia EDR3 4805691447831511680,05 28 44.13,-43 04 49.81,DA,,,38.33,16.09,
Gaia DR2 4829340465475546880,Gaia EDR3 4829340465475546880,03 43 47.38,-51 25 22.82,sdB(+F?),,,27.91,15.85,
Gaia DR2 4860061541910268160,Gaia EDR3 4860061541910268160,03 40 10.97,-36 10 38.68,DA9,,,34.39,,
Gaia DR2 4970215770740383616,LP 941-19,02 13 48.83,-33 45 30.03,,,,18.79,15.49,
Gaia DR2 5053839127592396032,Gaia EDR3 5053839127592396032,03 28 50.99,-32 38 25.22,DC,,,30.79,17.5,
Gaia DR2 5224999346778496128,Gaia EDR3 5224999346778496128,11 47 30.06,-74 57 37.57,DC11+,,,19.97,,
Gaia DR2 5388381238446834304,Gaia EDR3 5388381238446834304,10 53 10.86,-43 21 54.78,,,,36.91,,
Gaia DR2 5388509095328523776,Gaia EDR3 5388509095328523776,10 51 51.42,-42 37 21.33,,,,38.90,,
Gaia DR2 5563539217484322816,Gaia DR2 5563539217484322816,06 52 31.66,-41 05 28.54,,,,34.84,,
Gaia DR2 5602191655425794688,UCAC4 323-038274,07 55 45.24,-25 25 35.86,,,,22.40,,
Gaia DR2 5613667528847139200,Gaia EDR3 5613667528847139200,07 28 46.69,-25 31 18.01,,,,38.85,,
Gaia DR2 5614338059145588608,Gaia DR2 5614338059145588608,07 48 55.74,-25 26 07.36,,,,28.37,,
Gaia DR2 5614343011257214720,Gaia EDR3 5614343011257214720,07 48 12.54,-25 21 31.52,,,,34.92,,
Gaia DR2 5614454680402273152,Gaia DR2 5614454680402273152,07 50 10.90,-24 57 30.96,,,,27.73,,
Gaia DR2 5614623794729505536,Gaia DR2 5614623794729505536,07 45 38.88,-24 43 24.71,,,,24.21,,
Gaia DR2 5614676330771453440,Gaia DR2 5614676330771453440,07 41 58.43,-24 34 12.44,,,,30.09,,
Gaia DR2 5615515777843690368,Gaia EDR3 5615515773536993920,07 39 04.47,-24 00 01.18,,,,28.14,,
Gaia DR2 5615583844469253376,Gaia EDR3 5615583844485896448,07 44 38.85,-23 31 58.56,,,,20.84,,
Gaia DR2 5615665105256804736,Gaia EDR3 5615665105256804736,07 42 47.28,-23 12 22.01,,,,39.09,,
Gaia DR2 5615793645037666944,Gaia EDR3 5615793645047246976,07 37 53.54,-23 15 38.11,,,,38.06,,
Gaia DR2 5615913079485168256,Gaia EDR3 5615913079498115200,07 42 54.35,-22 30 22.11,,,,33.17,,
Gaia DR2 5616844292816496768,Gaia EDR3 5616844297126718208,07 22 41.69,-24 59 49.13,,,,33.51,,
Gaia DR2 5644850125291506048,Gaia EDR3 5644850125291506048,08 29 33.52,-29 03 34.59,,,,35.76,,
Gaia DR2 5677405839952342784,Gaia DR2 5677405839952342784,09 40 39.12,-20 07 22.68,,,,37.04,,
Gaia DR2 5681547322296619648,Gaia EDR3 5681547326592326528,09 25 51.95,-17 58 18.88,,,,37.44,,
Gaia DR2 5681984687406309632,Gaia EDR3 5681984687406309632,09 27 34.53,-17 09 36.74,,,,39.02,,
Gaia DR2 5692638306546374016,Gaia EDR3 5692638306546374016,08 12 55.19,-29 26 01.08,,,,27.01,,
Gaia DR2 5694305471114215808,Gaia EDR3 5694305475422561536,08 16 21.10,-26 27 02.96,,,,38.90,,
Gaia DR2 5695270640463193856,Gaia DR2 5695270640463193856,08 28 42.19,-25 17 24.95,,,,36.42,,
Gaia DR2 5697099197027670528,Gaia EDR3 5697099197027670528,08 05 53.99,-26 39 59.32,,,,35.66,,
Gaia DR2 5698204481090887424,Gaia EDR3 5698204481095987328,07 57 31.28,-25 31 55.21,,,,35.04,,
Gaia DR2 5698279625840747648,Gaia EDR3 5698279625842983680,07 56 57.85,-25 07 28.79,,,,32.69,,
Gaia DR2 5699064402257238912,TYC 6554-3025-1,08 02 07.80,-23 28 17.76,,,,35.87,11.2,
Gaia DR2 5715478732169133952,Gaia DR2 5715478732169133952,07 37 27.80,-20 23 45.94,,,,23.62,,
Gaia DR2 5715492411643646976,Gaia EDR3 5715492411643646976,07 41 32.91,-20 38 08.08,,,,18.33,,
Gaia DR2 5716540143147016192,Gaia DR2 5716540143147016192,07 34 43.17,-19 17 03.74,,,,28.28,,
Gaia DR2 5717174110375643136,Gaia DR2 5717174110375643136,07 38 44.15,-17 42 56.95,,,,25.96,,
Gaia DR2 5723025990432651648,Gaia EDR3 5723025990435533056,08 18 43.98,-15 12 09.35,,,,32.88,,
Gaia DR2 5725608326636640000,Gaia EDR3 5725608326636640000,07 54 54.86,-14 11 36.65,,,,30.27,,
Gaia DR2 5725759307626562688,Gaia EDR3 5725759307626562688,07 58 25.39,-13 22 20.94,,,,28.62,,
Gaia DR2 5727489384870160512,Cl* NGC 2539 ZUG 6,08 10 31.22,-12 52 02.98,,,,34.84,11.1,
Gaia DR2 5730119519764084992,Gaia EDR3 5730119524061101312,08 51 18.30,-16 33 15.29,,,,33.35,,
Gaia DR2 5765288880944438144,Gaia EDR3 5765288880944438144,17 00 39.09,-87 23 54.35,D,,,32.54,14.57,
Gaia DR2 5769937474369358976,Gaia DR2 5769937474369358976,14 44 00.63,-83 40 07.53,,,,15.86,,
Gaia DR2 5811096425148180992,Gaia EDR3 5811096425150718336,17 20 00.49,-69 29 30.70,,,,21.46,,
Gaia DR2 5822579892092712576,Gaia EDR3 5822579892092712576,15 51 36.98,-65 18 27.44,,,,36.69,,
Gaia DR2 5824888591633805440,Gaia EDR3 5824888595970910336,15 25 24.15,-65 47 30.85,,,,19.65,,
Gaia DR2 5824890756297614464,Gaia EDR3 5824890756297614464,15 26 11.64,-65 41 45.20,,,,38.48,,
Gaia DR2 5825187972369019264,Gaia EDR3 5825187972369019264,15 18 22.50,-64 49 12.11,,,,14.67,,
Gaia DR2 5838925648555398912,Gaia DR2 5838925648555398912,13 14 19.21,-74 59 28.62,,,,36.26,,
Gaia DR2 5870240358227856512,Gaia EDR3 5870240358227856512,13 28 47.25,-59 03 05.48,,,,25.39,,
Gaia DR2 5870255717037661056,GSC 08674-01152,13 27 02.07,-58 49 48.27,,,,30.47,10.95,
Gaia DR2 5871510259814326016,Gaia EDR3 5871510259814326016,14 03 20.36,-56 35 51.68,,,,18.91,14.48,
Gaia DR2 5960595883010703872,Gaia DR2 5960595883010703872,17 37 07.21,-41 03 07.23,,,,36.20,,
Gaia DR2 6005546637062520576,Gaia EDR3 6005546637062520576,15 11 00.12,-38 51 36.50,,,,26.37,,
Gaia DR2 6006921297180728832,Gaia EDR3 6006921301481706112,15 18 08.07,-38 24 42.27,,,,24.29,,
Gaia DR2 6008386881767536128,Gaia EDR3 6008386881767536128,15 49 37.81,-39 54 56.47,DB,,,37.80,14.41,
Gaia DR2 6027420626329470464,Gaia EDR3 6027420630669209984,16 47 51.70,-32 05 46.48,,,,36.62,,
Gaia DR2 6031098187795512832,Gaia EDR3 6031098187826083456,16 48 32.52,-30 07 06.95,,,,35.58,,
Gaia DR2 6032582558540845184,Gaia EDR3 6032582558540845184,16 53 12.46,-29 41 08.27,,,,33.20,,
Gaia DR2 6033293770770992768,Gaia EDR3 6033293770770992768,17 00 31.46,-27 41 16.84,,,,39.02,,
Gaia DR2 6034204926626486784,Gaia EDR3 6034204926630786176,16 45 41.65,-26 35 25.73,,,,28.34,,
Gaia DR2 6073379632562834688,Gaia EDR3 6073379628256168448,12 45 53.11,-55 18 56.29,,,,26.89,,
Gaia DR2 6074360637459602944,Gaia EDR3 6074360637461318528,12 35 30.64,-54 37 50.01,,,,39.79,,
Gaia DR2 6074617678345401856,Gaia EDR3 6074617682660810624,12 34 18.45,-54 15 18.23,,,,35.61,,
Gaia DR2 6093607652907433600,Gaia EDR3 6093607657211129600,13 54 23.64,-49 32 28.07,,,,35.92,,
Gaia DR2 6096072384318674304,Gaia DR2 6096072384318674304,14 10 57.05,-46 03 42.09,,,,31.88,,
Gaia DR2 6126920419987669120,Gaia DR2 6126920419987669120,12 17 27.88,-49 45 02.55,,,,34.02,,
Gaia DR2 6188345358621778816,CD-27 9236B,13 27 56.43,-28 17 16.98,,,,36.15,,
Gaia DR2 6198684135182315136,Gaia EDR3 6198684135182315136,15 01 26.19,-38 03 19.52,,,,36.15,,
Gaia DR2 6206195620664214400,Gaia EDR3 6206195620664214400,15 23 16.05,-34 12 11.36,DC,,,32.64,15.43,
Gaia DR2 6207116491713361792,Gaia EDR3 6207116496012990336,15 17 09.63,-33 39 47.22,,,,35.42,,
Gaia DR2 6247278696538150272,Gaia EDR3 6247278700840907520,16 04 30.53,-19 27 28.48,,,,30.97,,19.326
Gaia DR2 6250820395290015872,Gaia EDR3 6250820399593437696,16 04 43.19,-15 42 00.91,,,,29.95,,19.809
Gaia DR2 6318706339133188608,Gaia EDR3 6318706339133188608,15 14 21.38,-11 03 23.40,,,,21.36,,
Gaia DR2 6389551313580046464,Gaia EDR3 6389551313580046464,23 31 45.77,-66 56 08.86,DA,,,39.51,,
Gaia DR2 6479860113444922368,Gaia EDR3 6479860113444922368,21 02 22.38,-48 27 48.49,DAwk,,,38.38,15.07,
Gaia DR2 6578917727331681536,Gaia EDR3 6578917727331681536,21 26 01.94,-42 24 52.75,,,,25.58,15.96,
Gaia DR2 6673731810450381056,Gaia EDR3 6673731810450381056,20 06 10.07,-43 55 55.18,DA,,,39.43,15.69,
Gaia DR2 6702242043883732864,Gaia DR2 6702242043883732864,18 18 06.32,-51 24 40.32,,,,7.53,,
Gaia DR2 6740493675455190784,Gaia EDR3 6740493675455190784,19 44 54.80,-36 03 13.11,DA,,,29.61,14.0,
Gaia DR2 876811457445137664,Gaia EDR3 876811461741645056,08 07 07.41,29 45 12.08,,,,31.96,,17.594
Gaia DR2 947453640716099968,Gaia EDR3 947453640716099968,07 08 09.36,38 53 29.39,A2,,,25.89,9.92,10.999
LHS 2067,Gaia EDR3 5652718166073269888,08 53 57.07,-24 46 53.92,M6V,,,25.76,17.8,
RE J090217-040712,RE J090217-040712,09 02 17.30,-04 06 55.48,DA2.1,,,37.87,12.4,
WD 0027-549,Gaia EDR3 4920160332088386304,00 29 49.16,-54 41 36.25,DA,,,38.63,,
WD 0033-422,Gaia EDR3 4993117773313626496,00 36 15.39,-41 57 31.05,DA9,,,25.78,,
WD 0204-306,Gaia EDR3 5020119579868434944,02 07 02.60,-30 23 34.71,DA,,,29.25,16.18,
WD 0422-459,Gaia EDR3 4789516154317811456,04 23 57.52,-45 50 50.51,DA9.5,,,29.94,16.85,
WD 0430-391,Gaia EDR3 4864752883148064512,04 32 36.97,-39 02 02.60,DC,,,33.41,17.66,
WD 0622-801,Gaia EDR3 5210778263380292096,06 18 12.88,-80 11 49.93,DA,,,35.74,14.74,
WD 0632-285,Gaia EDR3 2895487456076198656,06 34 37.97,-28 34 25.98,DC,,,28.85,18.35,
WD 1024-382,Gaia EDR3 5441714531716273920,10 26 20.84,-38 30 43.33,DA,,,29.16,15.92,
WD 1108-408,Gaia EDR3 5389590533737965824,11 11 11.92,-41 05 34.86,DC+dM,,,30.95,13.24,
WD 1133+358,Gaia EDR3 759601941671398272,11 35 42.32,35 34 23.19,DC+M4.5Ve,,,38.59,,
WD 1242-348,Gaia EDR3 6158704208764041472,12 44 44.86,-35 07 47.69,DQ,,,22.23,14.62,
WD 1300-355,Gaia EDR3 6154946657841163392,13 03 29.00,-35 51 27.98,DQ,,,28.79,15.77,
WD 1324+458,Gaia EDR3 1550299304833675392,13 26 52.96,45 32 43.87,DA+M3V,,,30.51,12.96,
WD 1449+003,Gaia EDR3 3651079615894552448,14 52 32.27,00 10 02.77,M2.5Ve,,,34.42,,16.379
WD 1650-011,Gaia EDR3 4379328051494006784,16 52 37.73,-01 14 02.26,DA,,,30.25,,
WD 1708+437,Gaia EDR3 1355264565043431040,17 09 32.03,43 40 48.38,M3.5V,,,7.60,13.671,
WD 1841-367,Gaia EDR3 6730516225919672704,18 45 06.77,-36 41 20.77,DC,,,25.63,16.16,
WD 2003+542,Gaia EDR3 2185710338703934976,20 05 00.07,54 25 48.77,sdM1,,,16.58,13.883,
WD 2055+221,Gaia EDR3 1838855376946302720,20 57 26.24,22 21 42.40,M3V,,,14.43,12.013,
[OHD2001] WD J0205-053,[OHD2001] WD J0205-053,02 05 11.61,-05 17 54.30,DC,,,32.36,18.9,21.31
[OHD2001] WD J2214-390,[OHD2001] WD J2214-390,22 14 34.75,-38 59 07.27,DA8,,,18.15,16.14,
